name,developer,publisher,popular_tags,game_details,genre,ID,genre_publisher_developer,genre_popular_tags_developer,genre_popular_tags_game_details,genre_publisher_developer_game_details
Lucius II,Shiver Games,"Shiver Games,Shiver Games","Horror,Gore,Villain Protagonist,Nudity,Indie,Psychological Horror,Adventure,Dark,Action,Third Person,Puzzle,Demons,Singleplayer,Simulation,Stealth,Open World,Funny,Atmospheric,Blood,Mature","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,Adventure,Indie,Simulation",luciusii,"Action,Adventure,Indie,SimulationShiver Games,Shiver GamesShiver Games","Action,Adventure,Indie,SimulationHorror,Gore,Villain Protagonist,Nudity,Indie,Psychological Horror,Adventure,Dark,Action,Third Person,Puzzle,Demons,Singleplayer,Simulation,Stealth,Open World,Funny,Atmospheric,Blood,MatureShiver Games","Action,Adventure,Indie,SimulationHorror,Gore,Villain Protagonist,Nudity,Indie,Psychological Horror,Adventure,Dark,Action,Third Person,Puzzle,Demons,Singleplayer,Simulation,Stealth,Open World,Funny,Atmospheric,Blood,MatureSingle-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,Adventure,Indie,SimulationShiver Games,Shiver GamesShiver GamesSingle-player,Steam Achievements,Full controller support,Steam Trading Cards"
Knock-knock,Ice-Pick Lodge,"Ice-Pick Lodge,Ice-Pick Lodge","Horror,Indie,Atmospheric,Surreal,2D,Dark,Psychological Horror,Masterpiece,Singleplayer,Kickstarter,Adventure,Survival Horror,Crowdfunded,Great Soundtrack,Difficult,Platformer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards",Indie,knockknock,"IndieIce-Pick Lodge,Ice-Pick LodgeIce-Pick Lodge","IndieHorror,Indie,Atmospheric,Surreal,2D,Dark,Psychological Horror,Masterpiece,Singleplayer,Kickstarter,Adventure,Survival Horror,Crowdfunded,Great Soundtrack,Difficult,PlatformerIce-Pick Lodge","IndieHorror,Indie,Atmospheric,Surreal,2D,Dark,Psychological Horror,Masterpiece,Singleplayer,Kickstarter,Adventure,Survival Horror,Crowdfunded,Great Soundtrack,Difficult,PlatformerSingle-player,Steam Achievements,Full controller support,Steam Trading Cards","IndieIce-Pick Lodge,Ice-Pick LodgeIce-Pick LodgeSingle-player,Steam Achievements,Full controller support,Steam Trading Cards"
Delta Force — Black Hawk Down: Team Sabre,Ritual Entertainment,"NovaLogic,THQ Nordic,NovaLogic,THQ Nordic","Action,FPS","Single-player,Multi-player",Action,deltaforceblackhawkdownteamsabre,"ActionNovaLogic,THQ Nordic,NovaLogic,THQ NordicRitual Entertainment","ActionAction,FPSRitual Entertainment","ActionAction,FPSSingle-player,Multi-player","ActionNovaLogic,THQ Nordic,NovaLogic,THQ NordicRitual EntertainmentSingle-player,Multi-player"
Delta Force 2,NovaLogic,"NovaLogic,THQ Nordic,NovaLogic,THQ Nordic","Action,FPS,Classic,Tactical","Single-player,Multi-player",Action,deltaforce2,"ActionNovaLogic,THQ Nordic,NovaLogic,THQ NordicNovaLogic","ActionAction,FPS,Classic,TacticalNovaLogic","ActionAction,FPS,Classic,TacticalSingle-player,Multi-player","ActionNovaLogic,THQ Nordic,NovaLogic,THQ NordicNovaLogicSingle-player,Multi-player"
Blackwell Epiphany,Wadjet Eye Games,"Wadjet Eye Games,Wadjet Eye Games","Adventure,Point & Click,Indie,Female Protagonist,Supernatural,Mystery,Story Rich,Pixel Graphics,Noir,Singleplayer,2D,Detective,Casual,Puzzle,Horror,Short","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Commentary available","Adventure,Indie",blackwellepiphany,"Adventure,IndieWadjet Eye Games,Wadjet Eye GamesWadjet Eye Games","Adventure,IndieAdventure,Point & Click,Indie,Female Protagonist,Supernatural,Mystery,Story Rich,Pixel Graphics,Noir,Singleplayer,2D,Detective,Casual,Puzzle,Horror,ShortWadjet Eye Games","Adventure,IndieAdventure,Point & Click,Indie,Female Protagonist,Supernatural,Mystery,Story Rich,Pixel Graphics,Noir,Singleplayer,2D,Detective,Casual,Puzzle,Horror,ShortSingle-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Commentary available","Adventure,IndieWadjet Eye Games,Wadjet Eye GamesWadjet Eye GamesSingle-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Commentary available"
Trine 3: The Artifacts of Power,Frozenbyte,"Frozenbyte,Frozenbyte","Adventure,Co-op,Puzzle,Action,Platformer,Fantasy,3D Platformer,Local Co-Op,Indie,Atmospheric,Great Soundtrack,RPG,Short,Multiplayer,Local Multiplayer,3D Vision,Singleplayer,Controller,Early Access,Physics","Single-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Action,Adventure,Indie",trine3theartifactsofpower,"Action,Adventure,IndieFrozenbyte,FrozenbyteFrozenbyte","Action,Adventure,IndieAdventure,Co-op,Puzzle,Action,Platformer,Fantasy,3D Platformer,Local Co-Op,Indie,Atmospheric,Great Soundtrack,RPG,Short,Multiplayer,Local Multiplayer,3D Vision,Singleplayer,Controller,Early Access,PhysicsFrozenbyte","Action,Adventure,IndieAdventure,Co-op,Puzzle,Action,Platformer,Fantasy,3D Platformer,Local Co-Op,Indie,Atmospheric,Great Soundtrack,RPG,Short,Multiplayer,Local Multiplayer,3D Vision,Singleplayer,Controller,Early Access,PhysicsSingle-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Action,Adventure,IndieFrozenbyte,FrozenbyteFrozenbyteSingle-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor"
Nancy Drew®: Shadow at the Water's Edge,HeR Interactive,"HeR Interactive,HeR Interactive","Adventure,Point & Click,Mystery,Female Protagonist,Puzzle,Detective,Horror",Single-player,Adventure,nancydrewshadowatthewatersedge,"AdventureHeR Interactive,HeR InteractiveHeR Interactive","AdventureAdventure,Point & Click,Mystery,Female Protagonist,Puzzle,Detective,HorrorHeR Interactive","AdventureAdventure,Point & Click,Mystery,Female Protagonist,Puzzle,Detective,HorrorSingle-player","AdventureHeR Interactive,HeR InteractiveHeR InteractiveSingle-player"
Nihilumbra,BeautiFun Games,"BeautiFun Games,BeautiFun Games","Indie,Platformer,Adventure,Puzzle,Casual,Puzzle-Platformer,Atmospheric,2D,Singleplayer,Narration,Story Rich,Difficult,Great Soundtrack,Short,Action,Beautiful,Masterpiece,Side Scroller","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Casual,Indie",nihilumbra,"Adventure,Casual,IndieBeautiFun Games,BeautiFun GamesBeautiFun Games","Adventure,Casual,IndieIndie,Platformer,Adventure,Puzzle,Casual,Puzzle-Platformer,Atmospheric,2D,Singleplayer,Narration,Story Rich,Difficult,Great Soundtrack,Short,Action,Beautiful,Masterpiece,Side ScrollerBeautiFun Games","Adventure,Casual,IndieIndie,Platformer,Adventure,Puzzle,Casual,Puzzle-Platformer,Atmospheric,2D,Singleplayer,Narration,Story Rich,Difficult,Great Soundtrack,Short,Action,Beautiful,Masterpiece,Side ScrollerSingle-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Casual,IndieBeautiFun Games,BeautiFun GamesBeautiFun GamesSingle-player,Steam Achievements,Steam Trading Cards,Steam Cloud"
Rock of Ages,ACE Team,"SEGA,SEGA","Comedy,Indie,Strategy,Tower Defense,Action,Racing,Historical,Multiplayer,Funny,Local Multiplayer,Bowling,Singleplayer,Destruction,Casual,Split Screen","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Indie,Racing,Strategy",rockofages,"Action,Indie,Racing,StrategySEGA,SEGAACE Team","Action,Indie,Racing,StrategyComedy,Indie,Strategy,Tower Defense,Action,Racing,Historical,Multiplayer,Funny,Local Multiplayer,Bowling,Singleplayer,Destruction,Casual,Split ScreenACE Team","Action,Indie,Racing,StrategyComedy,Indie,Strategy,Tower Defense,Action,Racing,Historical,Multiplayer,Funny,Local Multiplayer,Bowling,Singleplayer,Destruction,Casual,Split ScreenSingle-player,Multi-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Indie,Racing,StrategySEGA,SEGAACE TeamSingle-player,Multi-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards"
Geometry Wars: Retro Evolved,Bizarre Creations,"Activision,Activision","Arcade,Twin Stick Shooter,Casual,Retro,Bullet Hell,Singleplayer,2D,Shoot 'Em Up,Indie,Shooter,Classic,Arena Shooter,Action,Psychedelic,Great Soundtrack,Score Attack,Fast-Paced","Single-player,Full controller support",Casual,geometrywarsretroevolved,"CasualActivision,ActivisionBizarre Creations","CasualArcade,Twin Stick Shooter,Casual,Retro,Bullet Hell,Singleplayer,2D,Shoot 'Em Up,Indie,Shooter,Classic,Arena Shooter,Action,Psychedelic,Great Soundtrack,Score Attack,Fast-PacedBizarre Creations","CasualArcade,Twin Stick Shooter,Casual,Retro,Bullet Hell,Singleplayer,2D,Shoot 'Em Up,Indie,Shooter,Classic,Arena Shooter,Action,Psychedelic,Great Soundtrack,Score Attack,Fast-PacedSingle-player,Full controller support","CasualActivision,ActivisionBizarre CreationsSingle-player,Full controller support"
Nation Red,DiezelPower,"DiezelPower,DiezelPower","Zombies,Action,Indie,Top-Down Shooter,Online Co-Op,Survival,Twin Stick Shooter,Local Co-Op,Co-op,Top-Down,Multiplayer,Gore,Addictive,Arcade,4 Player Local,Horror,Shoot 'Em Up,Blood,Singleplayer,Shooter","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Indie",nationred,"Action,IndieDiezelPower,DiezelPowerDiezelPower","Action,IndieZombies,Action,Indie,Top-Down Shooter,Online Co-Op,Survival,Twin Stick Shooter,Local Co-Op,Co-op,Top-Down,Multiplayer,Gore,Addictive,Arcade,4 Player Local,Horror,Shoot 'Em Up,Blood,Singleplayer,ShooterDiezelPower","Action,IndieZombies,Action,Indie,Top-Down Shooter,Online Co-Op,Survival,Twin Stick Shooter,Local Co-Op,Co-op,Top-Down,Multiplayer,Gore,Addictive,Arcade,4 Player Local,Horror,Shoot 'Em Up,Blood,Singleplayer,ShooterSingle-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,IndieDiezelPower,DiezelPowerDiezelPowerSingle-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards"
Judge Dredd: Dredd vs. Death,Rebellion,"Rebellion,Rebellion","Action,FPS,Cyberpunk,First-Person,Singleplayer,Gore,Classic,Sci-fi,Shooter,Comic Book,Story Rich","Single-player,Multi-player,Co-op",Action,judgedredddreddvsdeath,"ActionRebellion,RebellionRebellion","ActionAction,FPS,Cyberpunk,First-Person,Singleplayer,Gore,Classic,Sci-fi,Shooter,Comic Book,Story RichRebellion","ActionAction,FPS,Cyberpunk,First-Person,Singleplayer,Gore,Classic,Sci-fi,Shooter,Comic Book,Story RichSingle-player,Multi-player,Co-op","ActionRebellion,RebellionRebellionSingle-player,Multi-player,Co-op"
Primal Carnage,Lukewarm Media,"Reverb Triple XP,Circle 5,Reverb Triple XP,Circle 5","Dinosaurs,Multiplayer,Action,Shooter,FPS,Team-Based,Indie,First-Person,Open World,PvP,Third Person,Survival,Strategy,Co-op,Adventure,Third-Person Shooter,Massively Multiplayer,Funny,Singleplayer,Sci-fi","Multi-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Valve Anti-Cheat enabled","Action,Indie",primalcarnage,"Action,IndieReverb Triple XP,Circle 5,Reverb Triple XP,Circle 5Lukewarm Media","Action,IndieDinosaurs,Multiplayer,Action,Shooter,FPS,Team-Based,Indie,First-Person,Open World,PvP,Third Person,Survival,Strategy,Co-op,Adventure,Third-Person Shooter,Massively Multiplayer,Funny,Singleplayer,Sci-fiLukewarm Media","Action,IndieDinosaurs,Multiplayer,Action,Shooter,FPS,Team-Based,Indie,First-Person,Open World,PvP,Third Person,Survival,Strategy,Co-op,Adventure,Third-Person Shooter,Massively Multiplayer,Funny,Singleplayer,Sci-fiMulti-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Valve Anti-Cheat enabled","Action,IndieReverb Triple XP,Circle 5,Reverb Triple XP,Circle 5Lukewarm MediaMulti-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Valve Anti-Cheat enabled"
Freaking Meatbags,Wild Factor,"Plug In Digital,Plug In Digital","Strategy,Indie,Action,Tower Defense,Pixel Graphics,RTS","Single-player,Partial Controller Support","Action,Indie,Strategy",freakingmeatbags,"Action,Indie,StrategyPlug In Digital,Plug In DigitalWild Factor","Action,Indie,StrategyStrategy,Indie,Action,Tower Defense,Pixel Graphics,RTSWild Factor","Action,Indie,StrategyStrategy,Indie,Action,Tower Defense,Pixel Graphics,RTSSingle-player,Partial Controller Support","Action,Indie,StrategyPlug In Digital,Plug In DigitalWild FactorSingle-player,Partial Controller Support"
ETHER VAPOR Remaster,Edelweiss,"Nyu Media,Nyu Media","Shoot 'Em Up,Action,Anime,Shooter,Indie,Bullet Hell,Arcade,Sci-fi,Mechs","Single-player,Steam Trading Cards",Action,ethervaporremaster,"ActionNyu Media,Nyu MediaEdelweiss","ActionShoot 'Em Up,Action,Anime,Shooter,Indie,Bullet Hell,Arcade,Sci-fi,MechsEdelweiss","ActionShoot 'Em Up,Action,Anime,Shooter,Indie,Bullet Hell,Arcade,Sci-fi,MechsSingle-player,Steam Trading Cards","ActionNyu Media,Nyu MediaEdelweissSingle-player,Steam Trading Cards"
Blade Kitten,Krome Studios,"Krome Studios,Krome Studios","Anime,Female Protagonist,Platformer,Action,Adventure,Singleplayer,Indie,Hack and Slash,Sci-fi,Cute,Fantasy","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Adventure",bladekitten,"Action,AdventureKrome Studios,Krome StudiosKrome Studios","Action,AdventureAnime,Female Protagonist,Platformer,Action,Adventure,Singleplayer,Indie,Hack and Slash,Sci-fi,Cute,FantasyKrome Studios","Action,AdventureAnime,Female Protagonist,Platformer,Action,Adventure,Singleplayer,Indie,Hack and Slash,Sci-fi,Cute,FantasySingle-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,AdventureKrome Studios,Krome StudiosKrome StudiosSingle-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
Space Pirates and Zombies,MinMax Games Ltd.,"MinMax Games Ltd.,MinMax Games Ltd.","Space,Action,Indie,Sci-fi,Strategy,Top-Down,RPG,Zombies,Singleplayer,Procedural Generation,Open World,2D,Pirates,Exploration,Shooter,Sandbox,Addictive,Adventure","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats","Action,Indie,RPG,Strategy",spacepiratesandzombies,"Action,Indie,RPG,StrategyMinMax Games Ltd.,MinMax Games Ltd.MinMax Games Ltd.","Action,Indie,RPG,StrategySpace,Action,Indie,Sci-fi,Strategy,Top-Down,RPG,Zombies,Singleplayer,Procedural Generation,Open World,2D,Pirates,Exploration,Shooter,Sandbox,Addictive,AdventureMinMax Games Ltd.","Action,Indie,RPG,StrategySpace,Action,Indie,Sci-fi,Strategy,Top-Down,RPG,Zombies,Singleplayer,Procedural Generation,Open World,2D,Pirates,Exploration,Shooter,Sandbox,Addictive,AdventureSingle-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats","Action,Indie,RPG,StrategyMinMax Games Ltd.,MinMax Games Ltd.MinMax Games Ltd.Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats"
Dungeon Nightmares II : The Memory,K Monkey,"K Monkey,K Monkey","Horror,Adventure,Indie,Action,Psychological Horror,Survival Horror,First-Person","Single-player,Partial Controller Support,Stats","Action,Adventure,Indie",dungeonnightmaresiithememory,"Action,Adventure,IndieK Monkey,K MonkeyK Monkey","Action,Adventure,IndieHorror,Adventure,Indie,Action,Psychological Horror,Survival Horror,First-PersonK Monkey","Action,Adventure,IndieHorror,Adventure,Indie,Action,Psychological Horror,Survival Horror,First-PersonSingle-player,Partial Controller Support,Stats","Action,Adventure,IndieK Monkey,K MonkeyK MonkeySingle-player,Partial Controller Support,Stats"
DmC: Devil May Cry,Ninja Theory,"Capcom,Capcom","Action,Hack and Slash,Great Soundtrack,Spectacle fighter,Demons,Adventure,Third Person,Singleplayer,Character Action Game,Controller,Gore,Stylized,Atmospheric,Beat 'em up,Fast-Paced,Masterpiece,Comedy,Fantasy,Story Rich,Platformer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure",dmcdevilmaycry,"Action,AdventureCapcom,CapcomNinja Theory","Action,AdventureAction,Hack and Slash,Great Soundtrack,Spectacle fighter,Demons,Adventure,Third Person,Singleplayer,Character Action Game,Controller,Gore,Stylized,Atmospheric,Beat 'em up,Fast-Paced,Masterpiece,Comedy,Fantasy,Story Rich,PlatformerNinja Theory","Action,AdventureAction,Hack and Slash,Great Soundtrack,Spectacle fighter,Demons,Adventure,Third Person,Singleplayer,Character Action Game,Controller,Gore,Stylized,Atmospheric,Beat 'em up,Fast-Paced,Masterpiece,Comedy,Fantasy,Story Rich,PlatformerSingle-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,AdventureCapcom,CapcomNinja TheorySingle-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards"
Kohan II: Kings of War,TimeGate Studios,"TimeGate Studios,TimeGate Studios","Strategy,RTS,Fantasy,Classic","Single-player,Multi-player,Co-op",Strategy,kohaniikingsofwar,"StrategyTimeGate Studios,TimeGate StudiosTimeGate Studios","StrategyStrategy,RTS,Fantasy,ClassicTimeGate Studios","StrategyStrategy,RTS,Fantasy,ClassicSingle-player,Multi-player,Co-op","StrategyTimeGate Studios,TimeGate StudiosTimeGate StudiosSingle-player,Multi-player,Co-op"
GunZ 2: The Second Duel,"Masangsoft, Inc.","Masangsoft, Inc.,Masangsoft, Inc.","Free to Play,Action,Multiplayer,Third-Person Shooter,Hack and Slash,Shooter,Co-op,Fast-Paced,PvP,Parkour,Third Person,Fighting,FPS,Massively Multiplayer,Indie,RPG,Adventure,Singleplayer,Strategy,First-Person","Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Captions available","Action,Free to Play,Indie",gunz2thesecondduel,"Action,Free to Play,IndieMasangsoft, Inc.,Masangsoft, Inc.Masangsoft, Inc.","Action,Free to Play,IndieFree to Play,Action,Multiplayer,Third-Person Shooter,Hack and Slash,Shooter,Co-op,Fast-Paced,PvP,Parkour,Third Person,Fighting,FPS,Massively Multiplayer,Indie,RPG,Adventure,Singleplayer,Strategy,First-PersonMasangsoft, Inc.","Action,Free to Play,IndieFree to Play,Action,Multiplayer,Third-Person Shooter,Hack and Slash,Shooter,Co-op,Fast-Paced,PvP,Parkour,Third Person,Fighting,FPS,Massively Multiplayer,Indie,RPG,Adventure,Singleplayer,Strategy,First-PersonMulti-player,Co-op,Steam Achievements,Steam Trading Cards,Captions available","Action,Free to Play,IndieMasangsoft, Inc.,Masangsoft, Inc.Masangsoft, Inc.Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Captions available"
